letter,line,decision,confidence,cue,ratio,prev_len,page_measure,prev_line,context
23,1393,break,high,short_line,0.49,26,53,Gnädigſter Fürſt und Herr!,"Eur Durchlaucht, bat ich legt hin so flehentlich an meine arme Tochter"
23,1398,run,review,short_line,0.34,18,53,und daß darum weil,"arbeiten für Geld, leiden Noth, und ich hängern"
23,1400,break,high,short_line,0.34,18,53,ich alles opferte.,Ew. Durchlaucht haben damals als ich in Berlin arretirt war 3000 Rthl 
23,1402,break,high,short_line,0.66,35,53,so 1000 Rthl und 300 Rthl das thut.,4300 Rthl
23,1403,run,review,short_line,0.17,9,53,4300 Rthl,durch die Aufnahme der 3125 Zeit und 813 Lasten und Zinsen von Zinsen 
23,1404,break,high,rubric,1.57,83,53,durch die Aufnahme der 3125 Zeit und 813 Lasten und Zinsen v,v. d. Lahr 5140 Rthl und von Cote 9000 Rthl Papiere nehmen hierzu die 
23,1406,break,high,short_line+column,0.42,22,53,mit 3400 sind zusammen,17500 Rthl
23,1407,run,review,short_line,0.19,10,53,17500 Rthl,zu obige 4300 Rthl komt das Eyſen mit Curia 4000 Rthl ſind
23,1409,break,high,short_line+column,0.17,9,53,8300 Rthl,an bleiben
23,1410,break,high,short_line+column,0.19,10,53,an bleiben,9200 Rthl
23,1411,run,review,short_line,0.17,9,53,9200 Rthl,Ich habe Kosten ganz befriediget ich habe Lehr bis auf 1600 Rthl
23,1421,break,high,short_line+column,0.64,34,53,zu zwischen bleiben noch wan diese,5100 Rthl
23,1422,break,high,short_line+column,0.17,9,53,5100 Rthl,bezahlt sind.
23,1423,break,high,short_line,0.25,13,53,bezahlt sind.,4100 Rthl die
23,1427,run,review,short_line,0.3,21,71,"haben, fordern würden",doppelt wahr thut es mich indes wenn ich höhere muß daß Ewr Durchlauch
23,1444,break,high,short_line,0.61,43,71,guten Willen so gärstig ausgepfiffen werde.,"jezt bin ich dazu sehr krank, bin von der Gicht an meine Hände gelähmt"
23,1447,break,high,short_line,0.66,47,71,Geschreibsels ein gnädige Entschuldigung bitte.,"Übrigens wird der Criminal Rath Stenger hier aus Karge, in Zagorowo un"
23,1460,run,review,short_line,0.58,37,64,mehr ſondern hungern mit meine Kinder,Ich soll den Prozeß mit Opernheimer der in Berlin und Pohlen schwebt f
23,1461,break,high,rubric,1.2,76,64,Ich soll den Prozeß mit Opernheimer der in Berlin und Pohlen,2. mit das undanckbare Weib der Schliefen in Breslau
23,1462,break,high,rubric,0.82,52,64,2. mit das undanckbare Weib der Schliefen in Breslau,3. mit der etwas Casse in Breslau wegen die 800 Rthl die Hoym dem Grat
23,1464,break,high,rubric+short_line,0.24,15,64,Vorschuß geben.,"4. Mitt v d Lahr der damals die 5140 Rthl Papiere gab, Eysen Geld an"
23,1467,break,high,rubric,0.79,50,64,"rechnete, um daher noch 1600 Rthl zu erhalten hat.",5. Mitt Blockwerff und Holzapfer die 3500 Rthl Papier Geld in der höch
23,1469,break,high,rubric+short_line,0.54,34,64,Nothgaben um Kosten zu befriedigen,6. Jezt Träparin um Riemen zu Vindizien
23,1470,break,high,rubric,0.61,39,64,6. Jezt Träparin um Riemen zu Vindizien,7. Sämtz Güter von die Pohl Aufpaſſer zu befreien und Ewr Durch-
23,1473,break,high,short_line,0.11,7,64,halten.,Alles dies kostet ein roſendes Geld. Niemand will ohne Zahlung dienen
23,1479,break,high,short_line+column,0.24,15,64,das Mechen soll,Gott wolle es.
23,1480,break,high,short_line,0.22,14,64,Gott wolle es.,Es heißt die Rußen würden ganz fehlen besetzen.
23,1482,break,high,short_line,0.43,27,64,zu tiefen Respect ersterbe.,Ewr Hochfürstliche Durchlaucht
23,1483,break,high,short_line+column,0.47,30,64,Ewr Hochfürstliche Durchlaucht,Kontop den 16ten Februarii
23,1484,break,high,short_line+column,0.41,26,64,Kontop den 16ten Februarii,1810
23,1485,break,high,short_line+column,0.06,4,64,1810,treu unterthäniger Diener
23,1486,break,high,short_line+column,0.39,25,64,treu unterthäniger Diener,Eur Krierenae Rath Stenger
23,1487,break,high,short_line+column,0.41,26,64,Eur Krierenae Rath Stenger,v Triebenfeld
23,1509,run,review,short_line,0.34,22,64,die Kohlen zu gewinnen,Stenger steht in großem Ansehen Er wird sehr gebraucht - Er ver¬
23,1519,break,high,short_line,0.22,14,64,nehmen Pohlen.,Lombardini hat die 150 Rthl an meinen armen Kinder nicht gegeben
23,1522,run,review,short_line,0.2,13,64,wie hätte ahn,"Tochter geschickt hätten, ich wäre einen großen Schmach entgangen -"
24,1526,break,high,short_line+column,0.39,21,54,Hochwohlgeborner Herr,Hochzuehrender Herr Geheimer Rath!
24,1527,break,high,short_line,0.63,34,54,Hochzuehrender Herr Geheimer Rath!,durch die mit Königl. Genehmigung erfolgte Colonisirung meiner
24,1532,break,high,short_line,0.46,25,54,Cammer bestätiget worden.,Dies dürfte mich in den Stand sezzen meinen so lange gefragten
24,1543,break,high,short_line,0.65,35,54,in wenig Jahren getilgt sein könte.,Ewr Hochwohlgeboren ersuche ich ergebenst sich dieses Ge¬
24,1552,run,review,short_line,0.31,17,54,stand auszuzahlen,Mit der vollkommesten Hochachtung bin ich
24,1554,break,high,rubric+short_line,0.33,18,54,Ewr Hochwohlgeborn,F. L. f. z. Hohenlohe
24,1556,break,high,short_line,0.48,26,54,Freyberg den 25ten Septbr.,1806.
24,1560,break,high,rubric,2.1,42,20,Herrschaften Zagorowo und Trąbczin besten.,1. Aus das Stadchen Zagorowo
24,1561,break,high,rubric,1.4,28,20,1. Aus das Stadchen Zagorowo,2. Auf das Dorf und Vormuck Kopoyno
24,1563,break,high,rubric,1.45,29,20,3 Aus das Zins Dorf Swiątniki,4 do Skokum
24,1566,break,high,rubric,1.4,28,20,6 Aus das Zins dort Drzewce.,7 do Grądzin
24,1567,break,high,rubric,0.6,12,20,7 do Grądzin,8 do Wrąbczin
24,1569,break,high,short_line+column,0.65,13,20,9 Alt Swięcia,10 Neu Swięcia
24,1570,break,high,short_line+column,0.7,14,20,10 Neu Swięcia,11 Sophienthal
24,1571,break,high,short_line+column,0.7,14,20,11 Sophienthal,12 Ludwigslust
24,1572,break,high,short_line+column,0.7,14,20,12 Ludwigslust,13 Adelow
24,1573,run,review,short_line,0.45,9,20,13 Adelow,14 Friedrichsfelde
24,1575,break,high,short_line+column,0.65,13,20,15 Augustinow,16 Emilienhayn
24,1576,break,high,short_line+column,0.7,14,20,16 Emilienhayn,17 Adolphsberg
24,1577,break,high,short_line+column,0.7,14,20,17 Adolphsberg,18 Alexandrow
24,1578,run,review,short_line,0.65,13,20,18 Alexandrow,19 Klein Ingelfingen
24,1586,break,high,rubric,1.8,36,20,26 Aus das dorf un Vorwerk Marianton,27. Aus das dort und Vorwerk Szetlewek
24,1587,break,high,rubric,1.9,38,20,27. Aus das dort und Vorwerk Szetlewek,28. Aus das Zins dörf Furstenfelde
24,1588,break,high,rubric,1.7,34,20,28. Aus das Zins dörf Furstenfelde,29. Aus do Hohendorf
24,1599,break,high,short_line,0.21,8,38,mittelt.,Tit. I. An beständigen Gefallen
24,1604,break,high,short_line+column,0.18,7,38,Tit. II,An Erbpachts Canon 3500
24,1605,break,high,short_line+column,0.61,23,38,An Erbpachts Canon 3500,Tit III
24,1606,break,high,short_line+column,0.18,7,38,Tit III,An Pacht Stücken 13357
24,1607,break,high,short_line+column,0.58,22,38,An Pacht Stücken 13357,Tit IV
24,1608,run,review,short_line,0.16,6,38,Tit IV,von 3 Ziegeleinen laut Cammer Anschlag 857
24,1610,run,review,short_line,0.68,26,38,Summa 40247 Rthl 14 g 11 d,alle Abgaben und lasse wie sie auch immer Nahmen
24,1616,break,high,short_line,0.24,9,38,festehen.,v Triebenfeld
24,1621,run,review,short_line,0.71,15,21,An Weigel 27000,An Eward u. Haupt 18000
24,1623,run,review,short_line,0.62,13,21,Zerboni 10000,Eysenhardtsche Erben 10000
24,1627,run,review,short_line,0.71,15,21,Seehausen. 5000,Seher Tothschen Erben 8000
24,1632,run,review,short_line,0.67,14,21,Bornstädt 5000,Diversè Schulden circa 20000
25,1637,break,high,short_line+column,0.35,23,66,Durchlauchtigster Fürst,Gnädigster Herr!
25,1638,break,high,short_line,0.24,16,66,Gnädigster Herr!,"Ein unvorhergeſehenes Ereignes machte es nothwendig, daß ich nach Ewer"
25,1643,run,review,short_line,0.03,2,66,An,"girt; Indes war der König, so sehr ich auch wieder hierher eilte, ehe "
25,1646,run,review,short_line,0.03,2,66,er,ich auf diesen Fond nicht mehr rechnen. Ich müste daher andere Wege ei
25,1653,break,high,short_line,0.45,30,66,unter zu bringen befohlen hat.,Herr Bucholz hatt die Sache so tourrist
25,1654,run,review,short_line,0.59,39,66,Herr Bucholz hatt die Sache so tourrist,Auf Kontop werden gegen Cedirung 2 er Hypothequen gegeben. 30000 Rthl
25,1656,run,review,short_line,0.36,24,66,Auf Schwammern des 20000,Auf Trąbczin für die Grotowskische Hypotheque die Weigel hatt 30000.
25,1658,run,review,short_line,0.7,46,66,Davon sollen gezahlt werden sind    80000 Rthl,An der Gräfin Schlabrendorff die ihr noch kommenden 25000
25,1660,break,high,short_line+column,0.67,44,66,An dem Weigel die ihm noch zustehenden 25000,An Hahn zur Hülfe in Koschentin 5000.
25,1661,break,high,short_line,0.56,37,66,An Hahn zur Hülfe in Koschentin 5000.,An Euer Durchlaucht baar 5000.
25,1662,break,high,short_line,0.45,30,66,An Euer Durchlaucht baar 5000.,Ich nehme für mich zur Bezahlung der Wulffen 30000
25,1672,run,review,short_line,0.34,24,71,löset und Caesirt werden,wann dies alles besorgt und aufs Reine gebracht sein wird dann ich
25,1680,break,high,short_line,0.65,46,71,"werden, und alle Sorgen ein Ende gemacht sein.",Die dauerhafteste Gesundheit gebe Ewr Durchlaucht Gott und schenke Ihn
25,1683,break,high,short_line+column,0.42,30,71,Ewr Hochfürstliche Durchlaucht,Berlin den 28ten Septbr.
25,1684,break,high,short_line,0.34,24,71,Berlin den 28ten Septbr.,treu gehorsamsten Diener
25,1685,break,high,short_line+column,0.34,24,71,treu gehorsamsten Diener,1806.
25,1686,break,high,short_line,0.07,5,71,1806.,v Triebenfeld
26,1690,break,high,short_line+column,0.36,23,64,Durchlauchtigster Fürst,Gnädigster Fürst und Herr!
26,1691,break,high,short_line,0.41,26,64,Gnädigster Fürst und Herr!,Daß Ewr Hochfürstliche Durchlaucht Leben und der schrecklichste Gefahr
26,1714,break,high,short_line,0.66,42,64,"war, und ich danke nur Gott daß Sie leben.","Inzwischen kan ich weiter in der Eile nichts thun, als daß ich Ewr"
26,1720,run,review,short_line,0.49,31,64,bringe ich Ihnen noch 4000 Rthl,"Dies sind aber nicht Gelder aus Südpreußen, sondern auf verpfändet"
26,1727,break,high,short_line,0.49,31,64,kan bringe ich Ewr Durchlaucht.,"kommen hernach die Rußen, den hat es in Pohlen keine Noth, da nehme"
26,1730,run,review,short_line,0.5,32,64,Ich schon wieder Geld bekommen -,An den Herrn Minister v Stein hatte ich auf ein Blanquet einen Brief
26,1746,run,review,short_line,0.18,11,61,gesagt mehr,"So eben erhalte ich aus den Cabinet von Jemanden die Nachricht, daß Ew"
26,1754,break,high,short_line,0.41,25,61,fremden Credit zu suchen.,Gott gebe Ewr Durchlaucht ferner Sieg und erhalte höchst Sie
26,1756,break,high,short_line+column,0.57,35,61,Gesund es wohl dan ersterbe ich als,Ewr Durchlaucht
26,1757,break,high,short_line+column,0.25,15,61,Ewr Durchlaucht,Breslau d. 28ten Octob.
26,1758,break,high,short_line,0.38,23,61,Breslau d. 28ten Octob.,treu unterthänigster Diener
26,1759,break,high,short_line+column,0.44,27,61,treu unterthänigster Diener,1806.
26,1760,break,high,short_line,0.08,5,61,1806.,v Triebenfeld
27,1764,break,high,short_line+column,0.4,23,58,Durchlauchtigster Fürst,Gnädigster Fürst und Herr!
27,1765,break,high,short_line,0.45,26,58,Gnädigster Fürst und Herr!,"Ob dies Schreiben das Schicksahl aller vorhergehenden haben wird, laße"
27,1770,break,high,short_line,0.64,37,58,Ereignisse ganz gehorsamst zu melden.,daß Trąbczin und Kaemen von der Prusimskischen Familie mit
27,1786,break,high,rubric,0.84,49,58,"zu geben, alles andere aber in Statu quo zu laßen",19. 8br. 1807
27,1809,break,high,short_line,0.6,37,62,laucht haabe fernerhin auszustrecken.,Gebe nur der Himmel daß Ewr Durchlaucht bald zurückkehren.
27,1812,break,high,short_line+column,0.18,11,62,ersterberbe,Ewr Hochfürstliche Durchlaucht
27,1813,break,high,short_line+column,0.48,30,62,Ewr Hochfürstliche Durchlaucht,beanten Wgbl
27,1814,break,high,short_line+column,0.19,12,62,beanten Wgbl,treu gehorsamster Diener
27,1815,break,high,short_line+column,0.39,24,62,treu gehorsamster Diener,Breslau d. 19ten 8br.
27,1816,break,high,short_line,0.34,21,62,Breslau d. 19ten 8br.,1807
27,1817,break,high,short_line+column,0.06,4,62,1807,Peter
28,1821,break,high,short_line+column,0.64,23,36,Durchlauchtigster Fürst,Gnädigster Herr!
28,1822,break,high,short_line,0.44,16,36,Gnädigster Herr!,ich eile Ew Hochfürstlichen Durchlaucht
28,1832,break,high,short_line,0.31,11,36,geben sind.,In der ergangenen Verfügung heißt es
28,1854,break,high,short_line,0.5,19,38,schulden reservirt.,Ew. Hochfürstliche Durchlaucht werden am be¬
28,1863,run,review,short_line,0.16,6,38,worden,In dem ersten fordert der Probst Jwan¬
28,1898,break,high,short_line,0.59,20,34,Peisern d 5. Octobr.,1807.
28,1899,break,high,short_line,0.15,5,34,1807.,erthänigster.
28,1900,break,high,short_line,0.38,13,34,erthänigster.,Hawich
29,1905,break,high,short_line+column,0.39,22,57,"Hochwohlgeborner Herr,",Höchst zu verehrender Herr Kriegs-Rath!
29,1906,break,high,short_line,0.68,39,57,Höchst zu verehrender Herr Kriegs-Rath!,als Ew. Hochwohlgeboren ich die Ehr hatte mit dem Hofrath
29,1914,break,high,rubric,1.14,65,57,da ich von meinen gnädigsten Herrn Durchlaucht darum gefragt,10. Febr 1808
29,1925,break,high,short_line+column,0.24,12,50,erstorben ad,Ew. Hochwohlgeboren
29,1926,break,high,short_line+column,0.38,19,50,Ew. Hochwohlgeboren,Schlawenschitz
29,1927,break,high,short_line+column,0.28,14,50,Schlawenschitz,treu gehorſamſt
29,1928,break,high,rubric+short_line,0.3,15,50,treu gehorſamſt,d. 10. Februar
29,1930,break,high,short_line+column,0.12,6,50,Bal[?],1808
30,1934,run,review,short_line,0.18,9,51,Abschrift,Euer Hochfürstlichen Durchlaucht höchst gnädiges Schreiben habe ich
30,1940,break,high,short_line,0.57,29,51,ſchiefe Richtung gegeben hat.,Ich ward Ende Decembre von Memel mit wichtigen
30,1970,break,high,rubric,1.03,53,52,"2000 Rthl bey mir, der biedere Gen: Lieut u. Minister",v. Zastrow verbürgte ſich von 5000 Rthl Papier Geld
30,1993,break,high,short_line+column,0.24,11,46,oder selbst,"darauf zu vermerken, daß"
30,1994,run,review,short_line,0.52,24,46,"darauf zu vermerken, daß","Sie kein Geld darauf gehoben, und ſolche zurück"
30,2008,break,high,rubric+short_line,0.26,12,46,erſterbe ich,E. Durchl.
30,2010,break,high,rubric+short_line,0.43,20,46,unterthäniger Diener,v. Triebenfeld
30,2012,break,high,rubric+short_line,0.13,6,46,Berlin,d. 14. März.
31,2017,break,high,short_line+column,0.29,23,78,Durchlauchtigster Fürst,Gnädigster Herr
31,2018,run,review,short_line,0.19,15,78,Gnädigster Herr,Über den mir hier getroffenen Unfall oder eigentlich über die Arretiru
31,2032,break,high,short_line,0.64,50,78,pfändete Hypotheque von 10000 Rthl zurück erhalte.,Was weiter den von Erer Durchlaucht verlangten Nachweis betrift so erf
31,2040,break,high,short_line,0.33,26,78,wieder viel Verdruß haben.,"ich hatte den Justiz Commissarius Mitschke in Kalisz engagirt, daß er "
31,2061,run,review,short_line,0.53,39,73,abgemacht - was soll ich nun anfangen -,"Mein Rath ist, Ewr Durchlaucht schreiben dem Haberich, daß er sich übe"
31,2069,break,high,short_line+column,0.47,34,73,Haller als Ober Inspector 600 Rthl,Cabanis als Ane Förster und Geannter 300
31,2070,break,high,short_line+column,0.55,40,73,Cabanis als Ane Förster und Geannter 300,Honrichs als genanter Commissarius ohne Einflus 400
31,2071,break,high,short_line+column,0.7,51,73,Honrichs als genanter Commissarius ohne Einflus 400,Su[m?] 1800. d.
31,2072,break,high,short_line,0.21,15,73,Su[m?] 1800. d.,Sansta[?] Schenk 800 Rthl
31,2073,run,review,short_line,0.34,25,73,Sansta[?] Schenk 800 Rthl,hatte einige Husten Land Pferde Gottes was 400 den Betrug
31,2075,break,high,short_line+column,0.16,12,73,Gr[a?]mm 300,Tietz 300
31,2076,break,high,short_line+column,0.12,9,73,Tietz 300,Cabanis 300
31,2077,break,high,short_line+column,0.15,11,73,Cabanis 300,Honrichs 400
31,2078,break,high,short_line+column,0.16,12,73,Honrichs 400,Sportelen die Schenckk geg betrugen an 1200 Rthl
31,2079,break,high,short_line+column,0.66,48,73,Sportelen die Schenckk geg betrugen an 1200 Rthl,sum 3.700 Rthl
31,2080,break,high,short_line+column,0.19,14,73,sum 3.700 Rthl,wird also gegen ehedem erspart 1900 Rthl
31,2100,break,high,short_line,0.25,18,71,zu gute gerechnet.,Der Probst Iwanski hatte ja auch den Prozeß verlohren und war abgewies
31,2107,break,high,short_line,0.54,38,71,ich mühe dies zu stande gebracht habe.,In hintzten Respect ersterben ich
31,2108,break,high,short_line+column,0.46,33,71,In hintzten Respect ersterben ich,Ewr Durchlaucht
31,2109,break,high,short_line+column,0.21,15,71,Ewr Durchlaucht,von Swięcia habe ich keinen Hypothequen
31,2110,break,high,short_line+column,0.55,39,71,von Swięcia habe ich keinen Hypothequen,Schein - wie mir durcht hat [G?]lenck da¬
31,2112,break,high,short_line+column,0.59,42,71,rauf den Harckt[?] und Consorten eintragen,Berlin den 3ten April 1808.
31,2113,break,high,short_line,0.38,27,71,Berlin den 3ten April 1808.,laßen da würden den Schulden Maße
31,2114,break,high,short_line+column,0.46,33,71,laßen da würden den Schulden Maße,[?]rau gehorsamster Dier v Triebenfeld
31,2134,run,review,short_line,0.49,31,64,Ihre ganze Schulden berichtigen,Noch eins Eysenhardt fordert am Eine Durchlaucht eine
31,2142,break,high,short_line,0.35,22,64,werth genommen wurden.,v Triebenfeld
32,2146,break,high,short_line+column,0.45,24,53,"Durchlauchtigster Fürst,",Gnädigster Fürst und Herr.
32,2147,break,high,short_line,0.49,26,53,Gnädigster Fürst und Herr.,Auf Euer Hochfürstliche Durchlaucht höchst verehrte
