key,pad,page,transcribed,proposed,decision,why
15f5d6c4,oe1bu9454-046,1,Atten,Acten,y,'Acten' (files) fits 'liegen im Appellatorio zum Spruch an'.
ac83bc79,oe1bu9454-046,1,alles latein aus,alles Latein aus,n,"Proverbial 'da ist mein Latein aus' = 'I am at my wit's end'; capitalisation only, sense retained."
930d3f4c,oe1bu9454-046,1,Gelt helffe,Gott helfe,n,"'Gelt' for 'Gott' would be a Kurrent misreading; 'Gott helfe nun jedem, der Geld braucht' parses."
8612a2ac,oe1bu9454-046,1,Geldbrucht,Geld braucht,n,Word division; 'who needs money'.
a3287fa3,oe1bu9454-046,1,Cortapp,unidentified banking house,n,Name is not identifiable; retained as transcribed per house rule.
dfc47407,oe1bu9454-046,2,izt,jetzt,n,Period spelling variant of 'jetzt' (now).
5b2ed19f,oe1bu9454-047,5,unglaub,unglücklich,n,"context: misfortune, arrest, debts"
28082aec,oe1bu9454-048,1,zu dragen,zu dringen,y,'auf ... zu dringen' (to press for) matches the construction used earlier in the same letter.
6057b14f,oe1bu9454-048,1,ſuustens,Fünftens,n,the enumeration runs first–thirteenth; 'fifthly' is the missing member at this point.
091dcb13,oe1bu9454-049,1,arretirt,(no change),n,kept as transcribed; means detained/under arrest
3d932179,oe1bu9454-050,1,zavaliden Casse,Invaliden-Casse,@3705 zavaliden -> Invaliden,"Context (interest on a 50,000 Rthl capital, later ""Invalidenheise"") shows the Prussian Invalids' Fund; z/I confusion in Kurrent."
ec78d58a,oe1bu9454-050,1,Krieges Rath,Kriegs- und Forstrath,n,Triebenfeld's own title elsewhere in the correspondence.
20181a0d,oe1bu9454-050,1,Urtel,Urtheil,n,"Orthographic variant, possibly the writer's own usage; left as translated."
72155acd,oe1bu9454-050,2,in Fertiges Staab und reifen Ersten,in fertigem Stab- und Reifeisen,n,"Bar-iron and hoop-iron, matching the later ""Eysen"" and ""Eisenpreis""."
d48ad6e9,oe1bu9454-050,2,von der Labeschen Schritz,von der Lahrschen Schrift,@3765 Schritz -> Schrift,"The letter from van der Lahr just mentioned; ""Schritz"" for ""Schrift""."
dcad430e,oe1bu9454-050,2,Ihnen 1000 Rthl zu bezahlen,ihm 1000 Rthl zu bezahlen,n,"Refers to von der Lahr, singular; ""Ihnen"" is likely a scribal slip. Not folded into the translation."
c6890e58,oe1bu9454-051,2,wie der Rauch in Wäde,wie der Rauch im Winde,@3803 Wäde -> Winde,'like smoke in the wind' is the expected proverbial phrase.
6ceacb2d,oe1bu9454-052,1,ſolort,sofort,y,Long-s plus l/f confusion; 'sofort' fits the sense 'immediately'.
2af25969,oe1bu9454-052,1,Konigsberg,Königsberg,n,Missing umlaut in the place-date line; left as transcribed.
a48192a4,oe1bu9454-053,1,Biderin,bidern (biedern),n,"Adjective ""bieder/bider"" is used twice elsewhere on this page (""wahrhaft Bider Major"", ""edle bidere Major""); a weak adjective ending is plausible."
ff06c1b5,oe1bu9454-053,2,der Elbe und Fluth,der Ebbe und Fluth,y,"""Ebbe und Fluth"" (ebb and flood) is the standing idiom for constant alternation; Elbe/Ebbe differ by one letter."
c01e8032,oe1bu9454-053,2,den Armen,den Armeen,y,"War news is the subject; ""Armeen"" (armies) fits, and the plural ending is easily lost in Kurrent."
eeecfeba,oe1bu9454-053,2,die Muße Erklärung,die Russische Erklärung,n,"The next sentence explains Russia's declaration; ""Muße"" appears to be a misreading."
6f8453f1,oe1bu9454-053,2,beschwöre ich die selbst,beschwöre ich Dieselben,n,"""Dieselben"" is the honorific accusative pronoun used to a prince; ""die selbst-"" looks like a misreading."
eb9517d3,oe1bu9454-054,1,zu Waßer gemacht,zu Wasser geworden,n,Idiom 'zu Wasser werden' = to come to nothing.
bea9fdea,oe1bu9454-054,2,Stecklen Pferd,Steckenpferd,n,"'hobby-horse', i.e. the King's pet project."
75c32a02,oe1bu9454-054,3,der Zuwen,der Juden,n,'in favour of the Jews and usurers' is the expected pairing in edicts on debt; 'Zuwen' is not a word.
537d375c,oe1bu9454-054,3,zu tiefsten Respect ersterbe,In tiefstem Respect ersterbe,n,The standing closing formula.
52e6b5dc,oe1bu9454-055,4,Mussow,Massow,y,"Almost certainly the same person named as ""v Massow"" a few lines above; a/u confusion in Kurrent."
f0ac7fdf,oe1bu9454-056,2,erſtarbe,ersterbe,y,the closing formula 'In tiefster Ehrerbietigkeit ersterbe...'; a/e confusion
d39843f4,oe1bu9454-056,3,Leuth,Centner,n,page 1 gives the quantity as 1000 Centner; 217 would be the remainder in the same unit
c4e2db14,oe1bu9454-056,3,Cantz,Centner,n,possible unit for the iron reckoned at 5 Rthl 12 ggl. apiece
89701535,oe1bu9454-057,1,der Frider,der Feder,n,"The idiom is ""der Feder nicht anvertrauen"" — not to entrust to the pen; recurs on p. 4 as ""der Fender""."
b5513c9d,oe1bu9454-057,1,pas Courir,per Courier,n,"Parallel to ""per Estaffette"" earlier in the same page."
568df73a,oe1bu9454-057,1,Ober Landgerichts,Oberlandesgericht,n,Standard name of the court; spelling as transcribed retained.
24ba03bd,oe1bu9454-057,2,Labolle,Cabale,n,"""neue Cabalen schmieden"" — to forge new cabals — is the standing phrase."
65cd69cd,oe1bu9454-057,3,zu Lahn Kriechen,zu Kreuze kriechen,n,Standing idiom for submission.
8825cda5,oe1bu9454-057,4,den großen Anfang,den größten Antheil,n,"""the greatest share"" fits the conspiracy context; Anfang/Antheil confusable."
a7a60082,oe1bu9454-057,4,Fender,Feder,n,"As on p. 1 (""Frider""): not to entrust to the pen."
42f78a96,oe1bu9454-058,2,eine Herr Spiven,ein Heer Spione,n,"""an army of spies"" fits the sense and the graphic forms; left out of the translation."
32a13680,oe1bu9454-058,3,die Tugend Freunde und ſcharze Brüder,die Tugend-Freunde (Towarzystwo Przyjaciół Cnoty) und schwarze Brüder,@4392 ſcharze -> ſchwarze,"""ſcharze"" is likely ""schwarze"" (black); rendered as ""Black Brethren"" on that reading, but the transcription is irregular."
c71501bc,oe1bu9454-059,2,würde Gefahr,drohende Gefahr,n,common collocation; d/w confusion
bb035ed5,oe1bu9454-059,3,Ihnen allen gesagt,unter uns gesagt,n,standard confidential formula
741a2152,oe1bu9454-059,4,Mich,Vieh,n,"cattle, matching 'Vieh und Getreide' earlier in the sentence"
2cb4fa26,oe1bu9454-059,4,treugehorsamster Diener,—,n,non-standard formula; rendered literally as 'most faithfully obedient servant' rather than assimilated to 'gehorsamster Diener'
083b4b72,oe1bu9454-060,2,An weder Spieler noch Bühler,und bin weder Spieler noch Buhler,@4566 An weder -> und bin weder,"the antithesis of few needs requires ""I am neither gambler nor wencher"""
c2d7670d,oe1bu9454-060,2,umförge,und Sorge,@4582 umförge -> und Sorge,"completes the triad Kosten, Kummer und Sorge"
e00ab793,oe1bu9454-060,2,Arquebusiren,arquebusiren (erschießen),n,"French arquebuser, to shoot by firing party; retained as in the German"
8015f36d,oe1bu9454-060,3,Aubte,Lebte,n,"""Lebte Vierchitz, so hätte ich einen Freund gehabt"""
30f8e3a6,oe1bu9454-060,4,geruhen die,geruhen dieselben,n,the usual deferential third-person address
3103298c,oe1bu9454-061,1,die einig verfluchte v d Lahrsche Geschichte,die ewig verfluchte v. d. Lahrsche Geschichte,@4647 einig -> ewig,"""einig"" for ""ewig"" (cf. ""ewigen der Lahrschen Geschichte"" on p. 2)"
72834c8e,oe1bu9454-061,2,Regenreiche Folge,segensreiche Folgen,@4675 Regenreiche -> segensreiche,"long-s / R confusion in Kurrent; yields the required sense ""beneficial consequences"""
e7100f50,oe1bu9454-061,2,ich im Stand gesagt werden,ich in den Stand gesetzt werden,n,"standing idiom; ""gesagt"" for ""gesetzt"""
b0055472,oe1bu9454-062,1,der 6 ten Brust,der 6te Brief,@4695 Brust -> Brief,"The passage counts letters (5 Briefe habe ich abgeschikt); ""Brust"" is likely a Kurrent misreading of ""Brief""."
0f1514a4,oe1bu9454-062,1,Auf die Polnischen Güter,Auch die Polnischen Güter,n,"f/c confusion in Kurrent; ""Auch"" restores the sense ""the Polish estates too must be given back""."
08868a53,oe1bu9454-062,1,Admissiren,Adressiren,y,"Followed by ""Ihre Briefe an ..."", i.e. addressing letters to a person."
663a8cb7,oe1bu9454-062,1,Töpfchen Spiel,Töpfchen-Spiel (Kinderspiel),n,"Probably an idiom meaning ""no child's game""; retained literally."
7ed7698c,oe1bu9454-063,1,krank gelesen,krank gelegen,y,'krank gelegen' is the idiom; 'gelesen' is a probable Kurrent misreading
bf29b031,oe1bu9454-063,2,Ich bis zu dem Ende,Ich ließ zu dem Ende,n,restores the missing verb
9d45fab1,oe1bu9454-063,2,Trapirier,unidentified estate-name,n,possibly corrupt; not settled
d18d33e2,oe1bu9454-063,3,fuselirt,fusilirt (shot),n,rendered 'shot' above
419532bf,oe1bu9454-063,4,schwebt nach der Prozeß,schwebt noch der Prozeß,y,nach/noch confusion; 'the process is still pending'
2fa73087,oe1bu9454-063,4,aus Aeger,aus Ärger (out of vexation),n,rendered so above
ca32f9ff,oe1bu9454-063,4,Beschwörz,beschwören (to swear to),@4800 Beschwörz -> beschwören,rendered 'swear to it'
7c5f6ec0,oe1bu9454-063,4,Bekanntnis,Bekenntnis (confession),n,rendered 'confession'
7fb47e9b,oe1bu9454-064,1,Ewig jedoch,Ewig jedoch Ewr Durchlaucht treuester Knecht,n,the standing closing formula uses 'treuester Knecht'; the transcription has 'treuer Knecht'.
b451f53e,oe1bu9454-064,2,für 90 Rthl,für 90000 Rthl,n,50 per cent of 180000 is 90000; the thousands appear to have dropped out.
e8e43f6a,oe1bu9454-064,3,Schulen,Schulden,y,'Schulden' (debts) is required by the sense and by 'gelöscht'.
0fb9c7d0,oe1bu9454-064,4,des Fürsten Kanzlers durchl.,des Fürsten Staatskanzlers Durchl. (Hardenberg),n,named as 'Fürst Staats Kanz.' and 'Fürst Hardenberg' below.
1c87a7d8,oe1bu9454-064,4,der Forst jahr,der Fürst dies Jahr,n,"the subject throughout is the Prince, not a forest."
7e421de9,oe1bu9454-064,5,ich sehe ich Jahre beßer,"ich sehe, ich fahre beßer",@4963 Jahre -> fahre,'besser fahren' (to fare better) fits the preceding resolve to treat everything in writing.
bdd733f1,oe1bu9454-065,1,Leutner,Centner,y,Elsewhere in the same letter the measure is 'Centner'; C/L confusion in Kurrent is common.
0fee0ac3,oe1bu9454-065,2,Leutner,Centner,y,"Same measure as p.1 and p.3, where 'Centner'/'Centl' is used."
5bb8a85d,oe1bu9454-065,2,Ersen,Eysen,y,'Eysen' (iron) is the subject of the whole passage; r/y confusion.
accdf7ea,oe1bu9454-065,2,Cantl.,Centner,n,Abbreviation of the same measure.
ec869308,oe1bu9454-065,3,Ich wenn nicht was daran ist,"Ich weiß nicht, was daran ist",@5077 wenn -> weiß,'wenn' for 'weiß' is a plausible Kurrent misreading and yields the expected sense.
7818048f,oe1bu9454-065,3,300 Rthl Eysen,300 Centner Eysen,n,The quantity of iron is given as 300 Centner twice elsewhere; Rthl here appears to be a slip or misreading.
2ac98d1c,oe1bu9454-066,3,Executent,Existenz,n,'unsere ärmseelige Existenz ... als einen Punckt auf der Charte von Europa übersehen' gives sense; Kurrent x/z confusion.
843011b8,oe1bu9454-067,2,es muß doch aus Licht,es muß doch ans Licht,y,"Standard idiom ""ans Licht kommen""."
1c12a459,oe1bu9454-067,2,trom,gegen,n,"""gegen die Instructionen ... gethan"" (acted against the instructions) fits the surrounding accusation; but ""nach"" is equally possible and reverses the sense."
4d979613,oe1bu9454-067,3,ein Approbirt,nie approbirt,@5249 ein -> nie,"""nie"" (never) restores grammar and matches the claim that the appropriation was unlawful."
a81cc4f1,oe1bu9454-067,3,1840,1810,n,"The letter's content (moratorium to Johanni 1810/1812, Köckritz at court) dates it to 1 January 1810; 4/1 confusion."
2654363f,oe1bu9454-067,3,Wittwen Casse,Wittwen-Casse,n,"Rendered ""Widows' Fund"" by analogy with Invaliden-Casse; no termbase entry."
4b3c8520,oe1bu9454-067,4,Lube,Lügner,n,"""that they are liars"" fits the argument that their staying away proves the denunciation false."
b928bf10,oe1bu9454-068,2,Jachm,Jahr(e),n,possibly '3 Jahre Ersatz' or a sum; unresolved
2975ed06,oe1bu9454-068,3,Die Guht sagt mich fürchterlich zu,Die Gicht setzt mich fürchterlich zu,@5371 sagt -> setzt,'the gout is troubling me frightfully' would explain the following complaint about writing
fb772a58,oe1bu9454-068,3,Thmuerste,Durchlauchtigste,n,a corrupted honorific before 'Fürst'
26d2a859,oe1bu9454-068,3,auf Getraffest,auf Estaffette,@5377 Getraffest -> Estaffette,the same conveyance named twice before
01496532,oe1bu9454-068,3,59 Rthl d. 18 g.,59 Rthl 18 g.,n,'d.' stands in the Pfennig position but before the Groschen; possibly a stray
c233b52b,oe1bu9454-069,2,zur beendiget haben würden,beendiget haben würde,@5410 zur -> zu,Stray 'zur' and plural verb where a singular referring to von Triebenfeld is expected.
3fe994ef,oe1bu9454-070,1,Er gelobt auf Johann alles bezahlt zu haben,auf Johanni,@5434 Johann -> Johanni,"""auf Johann"" is most likely the feast of St John (Johanni, 24 June) as a payment term."
c6e109cf,oe1bu9454-070,1,muß ich ihm nun ſchon ſezzen laßen,sitzen laßen,n,"""ſezzen"" with the sense ""let him sit (remain in place)"" suggests sitzen; the doubled z is a common transcription artefact."
49f1a66b,oe1bu9454-070,2,aber unerre Sie nicht um deuten meine Handlungen nicht unrecht,"aber irren Sie nicht, und deuten meine Handlungen nicht unrecht",@5460 um -> und,"Would yield: ""but do not be mistaken, and do not construe my actions wrongly."""
feb2f09a,oe1bu9454-070,3,ich weill bemüht ſind,ich will bemüht sein,@5478 weill -> will,"""weill"" for ""will"" and ""sind"" for ""sein"" would give ""I will endeavour ...""."
eb708224,oe1bu9454-070,3,ſeine Gefühle zu werden,seine Gefühle zu wecken,n,"""werden"" for ""wecken"" (to rouse his feelings) fits the sentence's sense."
f1872fe0,oe1bu9454-070,3,in 2 Fuß alten Ungar eingeschaffen,in 2 Faß alten Ungar eingeschafft,@5480 Fuß -> Faß,"Faß (cask) of Hungarian wine, purchased and delivered into Garczynski's cellar, fits the following clause."
b8105ce7,oe1bu9454-071,2,In tiefen Respect ersterbe,In tiefstem Respect ersterbe,n,"The standing formula is superlative (""In tiefster ...""); ""tiefen"" is likely a transcription slip."
a2652e40,oe1bu9454-072,1,von Woche zu Wahr,von Woche zu Woche,@5535 Wahr¬ -> Woche¬,"Standard idiom 'from week to week', matching the following 'von Tage zu Tage'."
dd3d2ce1,oe1bu9454-072,3,flüßig zu fallen,lästig zu fallen,n,Parallel to the 'läßig/lästig fallen' on p. 2.
8eb79e62,oe1bu9454-072,4,Ew. Rahten,Ew. Rath,n,Possibly 'Ihren Rath' or a truncated title; unsettled.
e2dd9d78,oe1bu9454-073,1,Kann vorgestern vorgesteren Nachmittag an,kam vorgestern Nachmittag an,@5961 vorgestern vorgesteren -> vorgestern,dittography of 'vorgestern' and Kann/kam confusion
09c32d92,oe1bu9454-073,4,baldige Wiederſche,baldiges Wiedersehen,@6063 Wiederſche -> Wiedersehen,"'ich freue mich auf ein baldiges Wiedersehen' is the standard phrase, interleaved here with the closing 'verbleibe stets in der vorzüglichsten Hochachtung'"
30b7a8b0,oe1bu9454-075,1,Tage ich,lege ich,y,"the formula ""lege ich ... zu Füßen"" (I lay at [your] feet) is standard in this correspondence; T/l confusion in Kurrent"
50450a95,oe1bu9454-075,2,Er schreibt die Majestät hätten ihm,"Er schreibt, die Majestät hätten ihm",n,"punctuation only; ""ihm"" refers to Hoym, not to Goldbeck, though this is not certain from the transcription"
fc3cf907,oe1bu9454-075,3,Im tiefsten Respect beharre,In tiefstem Respect beharre ich,n,"the standing formula; ""beharre"" lacks its pronoun as transcribed"
81a45df6,oe1bu9454-076,1,in Kurzen aufs Reine,in Kurzem aufs Reine gebracht,n,The idiom 'aufs Reine bringen/kommen' requires its verb; 'in Kurzen' for 'in Kurzem'.
6f651d16,oe1bu9454-077,1,Fuh,sich,n,reflexive expected with 'zu überzeugen geruhen'; a Kurrent 'sich' could be misread
7b99c164,oe1bu9454-077,1,vVoss,v. Voss,n,doubled v suggests the nobiliary particle run together with the name
a5cfe420,oe1bu9454-077,1,ölzte,ich dorten haben und in bestem Stande halten,n,likely a garbled auxiliary or 'müßte'
7caa11f6,oe1bu9454-077,3,erſt erbei,ersterbe,@6373 erſt erbei -> erſterbe ich,the standing closing formula 'In tiefster Hochachtung ersterbe ich'
17e58bb8,oe1bu9454-077,3,unterthänigſten treuer Knecht,unterthänigster treuester Knecht,n,the usual formula; as transcribed the adjectives do not agree
67bcc366,oe1bu9454-078,4,erstabe,ersterbe,y,the standing closing formula of this correspondence
b1cacf11,oe1bu9454-079,1,das K. M.,die K. M. (Königliche Majestät),n,Gender disagreement suggests a misread article.
4075877f,oe1bu9454-079,2,ihre 12 Rthl,possibly 12000 Rthl,n,The sum distributed below (2500 + 3000 + 300 ducats + remainder) far exceeds 12 Rthl. Figure left exactly as transcribed per rule.
a9603a1b,oe1bu9454-079,4,aufm Plappe,auf dem Platze,n,'Platze' is the expected word in the idiom 'auf dem Platze bleiben'.
8f2fe8cb,oe1bu9454-080,1,Mo-,Monarch,n,Truncated word; the following sentence speaks of 'der Monarch'.
12f4acda,oe1bu9454-081,1,das vorgemahl,das vorige Mahl,n,"""das vorgemahl"" appears to be a compression of ""das vorige Mahl"" (the previous time)."
b3945690,oe1bu9454-081,2,Fürs hochgfürstl. durchl.,Ewr. Hochfürstl. Durchl.,n,"""Fürs"" is likely a misreading of the abbreviation for ""Euer""; ""hochgfürstl."" for ""hochfürstl.""."
2c873129,oe1bu9454-082,1,zeuge unterthänig an,zeige unterthänig an,y,"anzeigen = to report; ""zeuge"" is a likely misreading of ""zeige"""
