letter,page,line,next_line,mark,head,tail,joined,decision,confidence,reason,crosses_page,joined_corpus,joined_dwds,head_corpus,head_dwds,tail_corpus,tail_dwds,context
35,3,2445,2446,¬,an,Krankheit,anKrankheit,split,high,joined form unattested; both halves are real words,False,0,0,992,203629291,20,2387857," gerechte Ursach gehabt mich bis daher an¬ || Krankheit zu entschuldigen, man Ende aber "
35,3,2452,2453,¬,anwies,Wäre,anwiesWäre,split,high,joined form unattested; both halves are real words,False,0,0,0,1074664,204,835493046,e ich vor 2 Jahren Ewr Durchlaucht anwies¬ || Wäre dies mir nicht durch Amelang entdeckt
35,3,2454,2455,¬,Stei,da,Steida,split,high,joined form unattested; both halves are real words,False,0,0,0,4078,447,57634801,so hätte die Banck oder der Minister Stei¬ || da der für die 6000 Rthl von mir gegebene 
35,3,2460,2461,¬,ver,schaffen,verschaffen,join,high,joined form occurs elsewhere in this corpus,False,13,,3,,50,,"ten, und mir Geld zur Reise nach Wien ver¬ || schaffen. Sodann bitte ich eben so dringen"
35,3,2462,2463,¬,retradio,weil,retradioweil,join,high,head is not a word on its own,False,0,0,0,0,191,,ie Bauke Anweisung auf 6000 Rthl retradio¬ || weil sie Eysenhardt bey ihm originaliter d
35,3,2465,2466,¬,aufge,tragene,aufgetragene,join,high,"joined form attested in DWDS (28,146 hits)",False,0,28146,1,,1,,"ieder frey werde, um die mir allgst aufge¬ || tragene Geschäfte, wan meine Gesundheit, d"
36,1,2517,2518,¬,Maas,Regeln,MaasRegeln,join,high,joined form occurs elsewhere in this corpus,False,3,,0,,2,,Ihre Rthlr getroffene Maas¬ || Regeln ganz nicht
36,3,2572,2573,¬,unbedeut,licher,unbedeutlicher,join,high,head is not a word on its own,False,0,0,0,7,1,,"thal ich um so unbedeut¬ || licher, als ich, wie Ewg"
36,4,2607,2608,-,bege,Er,begeEr,join,high,head is not a word on its own,False,0,30,0,778,1274,,Er mich aufs volleste bege- || Er ſ zu rechtfertig nun nur
36,5,2651,2652,¬,an,denselben,andenselben,split,high,joined form unattested; both halves are real words,False,0,0,992,203629291,11,0,daß ich meinen Auftz an¬ || denselben als vollzogen
36,6,2672,2673,-,viel,mehr,vielmehr,join,high,joined form occurs elsewhere in this corpus,False,14,,299,,271,,"zu wollen, da ich Ihnen viel- || mehr für dasjenigen, was"
36,7,2710,2711,¬,Wa,nehmen,Wanehmen,split,high,joined form unattested; both halves are real words,False,0,0,0,129569,128,27416529,Er. v. Stein nicht in den besten Wa¬ || nehmen stehen; Ich muß
36,7,2713,2714,¬,schmerz,würde,schmerzwürde,split,high,joined form unattested; both halves are real words,False,0,0,5,259432,334,466722429,"daß dies mich sehr schmerz¬ || würde, da ich glaube, daß dieser"
36,7,2733,2735,,der,der,,catchword,high,unmarked catchword: the page ends with the word the next page begins,True,,,,,,,"der || der Gedanke abhält, daß Ew. p vielleicht"
36,8,2738,2739,¬,sage,möchten,sagemöchten,split,high,joined form unattested; both halves are real words,False,0,0,21,64354675,5,25146106,anders als mir selbst sage¬ || möchten. Ich kenne daher kein
36,8,2740,2741,¬,expu,besucht,expubesucht,join,high,head is not a word on its own,False,0,0,0,0,3,,anderes Mittel als einer expu¬ || besucht v. Emp. hier biß nur
37,2,2804,2805,-,Pohlen,Folglich,PohlenFolglich,split,high,joined form unattested; both halves are real words,False,0,0,82,4745,27,481180,er nicht einen Stürer auf Güter in Pohlen- || Folglich rathe Ewr Durchlaucht ich ganz ge
39,1,2878,2879,¬,ersterbe,Ewr,ersterbeEwr,split,high,joined form unattested; both halves are real words,False,0,0,136,10324,1122,110,st ein mehreres - Ehrfurchtsvoll ersterbe¬ || Ewr Durchlaucht
40,1,2887,2888,¬,ge,antwortet,geantwortet,join,high,joined form occurs elsewhere in this corpus,False,12,,22,,8,,"uf jedem höchst dero Schreiben prompte ge¬ || antwortet, sondern auch noch mehrere Brief"
40,2,2944,2945,¬,Denar,Jezt,DenarJezt,split,high,joined form unattested; both halves are real words,False,0,0,0,4621,456,6300,diese Hülfe erhält man daher keinen Denar¬ || Jezt sind alle die Zinsen nach den abgelau
41,2,2985,2986,¬,ge,macht,gemacht,join,high,joined form occurs elsewhere in this corpus,False,119,,22,,82,,"hreitet, ich habe zu oft die Bemerkung ge¬ || macht daß der, der zulezt spricht bey den "
41,3,3021,3022,¬,durchlaucht,Was,durchlauchtWas,split,high,joined form unattested; both halves are real words,False,0,0,1511,6227,607,0," wollen, so vergöttert er Ere durchlaucht¬ || Was wäre es vor ein Glück wan Sie dermalen"
41,4,3031,3032,-,ge,schrieben,geschrieben,join,high,joined form occurs elsewhere in this corpus,False,61,,22,,5,,"n sind wie ich Ewr Durchlaucht vorhero ge- || schrieben bestens eingeleitet, das Französ"
42,1,3065,3066,¬,Kö,Nigsberg,KöNigsberg,join,high,joined form occurs elsewhere in this corpus,False,18,,1,,1,,"würken, um dan von hier über Wien nach Kö¬ || Nigsberg zurück zu kehren."
42,1,3067,3068,-,franzö,ſiſche,franzöſiſche,join,high,joined form occurs elsewhere in this corpus,False,14,,0,,2,,riff war von hier abzureisen durch franzö- || ſiſche Gens Darmerie auf Befehl des Er Gen
42,1,3072,3073,¬,litt,Gegen,littGegen,split,high,joined form unattested; both halves are real words,False,0,0,5,2730438,167,52310143,erreur wodurch meine Ehre und Credit litt¬ || Gegen Caution des Kammergerichts Rath von 
42,2,3089,3090,¬,de,kung,dekung,join,high,joined form occurs elsewhere in this corpus,False,1,,19,,1,,ats Papiere gegen 6 pft Zinsen die zur de¬ || kung eingelegt und dafür das Zactrowsche P
42,2,3091,3092,¬,Staats,Papiere,StaatsPapiere,join,high,"joined form attested in DWDS (12,643 hits)",False,0,12643,63,,49,,"elöset wurden - Cote hatte mir die Staats¬ || Papiere g mit der Condition gegeben, daß i"
42,2,3096,3097,¬,Proxentia,Inzwischen,ProxentiaInzwischen,join,high,head is not a word on its own,False,0,0,0,0,56,,schweren pro Cente und Proxentia¬ || Inzwischen giengen die 3000 Rthl von Ew. H
42,4,3135,3136,-,Kontop,Selbst,KontopSelbst,split,high,joined form unattested; both halves are real words,False,0,0,51,8,302,30727056,uf und Sequestriren mir heute noch Kontop- || Selbst kan ich nicht hin den ich bin um Ew
42,5,3170,3171,¬,Sequetra,tion,Sequetration,join,high,head is not a word on its own,False,0,0,0,0,6,,der sonst in Zagorowo verhängten Sequetra¬ || tion habe ich die gehörigen Protestationen
42,6,3175,3176,¬,prore,netica,prorenetica,join,high,head is not a word on its own,False,0,0,0,16,1,,alisiren laße – den er rechnet sich prore¬ || netica und Gott weiß was an - Er giebt vor
42,7,3202,3203,¬,ver,spricht,verspricht,join,high,joined form occurs elsewhere in this corpus,False,22,,3,,15,, der Retour des Postes vom Petersburg ver¬ || spricht man sich einen guten Ausgang - Ob 
43,2,3263,3264,¬,aufge,sucht,aufgesucht,join,high,joined form occurs elsewhere in this corpus,False,1,,1,,11,,"t, daß ich auch hier von Lahr nicht aufge¬ || sucht werde - drückt mich zu boden, ich ka"
44,1,3287,3288,¬,gemacht,Erkenntnis,gemachtErkenntnis,split,high,joined form unattested; both halves are real words,False,0,0,119,67278827,3,2448982,m mir so eben von Amelang bekannt gemacht¬ || Erkenntnis nebst den Interessen
44,1,3289,3290,¬,Circa,mit,Circamit,split,high,joined form unattested; both halves are real words,False,0,0,33,670772,1423,437384648,iese würden nach den jezzigen Cours Circa¬ || mit den Intressen 2000 Rthl betragen
44,1,3310,3311,¬,Göuver,nement,Göuvernement,join,high,"joined form attested in DWDS (16,446 hits)",False,0,16446,0,,3,,"dabey wenig, weil das Französische Göuver¬ || nement diese Gelder aus dem Zagorower Güte"
45,2,3377,3378,¬,Gott,sie,Gottsie,split,high,joined form unattested; both halves are real words,False,0,0,215,4813459,1174,295670803,Eysen seegene Ihnen Gnädigster Fürst Gott¬ || sie sollen auch Ihnen Gnädigster Fürst und
45,2,3382,3383,¬,hinter,Stand,hinterStand,split,high,joined form unattested; both halves are real words,False,0,20,36,9275520,19,49782752,"reite und dide sein muß daß es zum hinter¬ || Stand beschlagen, paßt / d 1ten May d Jahr"
45,2,3391,3392,¬,abzu,schließen,abzuschließen,join,high,joined form occurs elsewhere in this corpus,False,7,,0,,11,," zu entgehen den Contract für 4 Rthl abzu¬ || schließen um Geld, das jezt über alle Maaß"
45,3,3404,3405,¬,gesche,Mit,gescheMit,split,high,joined form unattested; both halves are real words,False,0,0,0,23922,1423,437384648,r würde durch ihren Todt sehr wehe gesche¬ || Mit künftiger Post ein mehreres über der F
47,1,3471,3472,¬,Interessen,gehörig,Interessengehörig,split,high,joined form unattested; both halves are real words,False,0,0,18,7188353,7,351594,"ener Güter schüzt, wan nur die Interessen¬ || gehörig bezahlt werden - Und diese zu beri"
47,1,3472,3473,¬,dor,tigen,dortigen,join,high,joined form occurs elsewhere in this corpus,False,7,,5,,6,,Und diese zu berichtigen habe ich die dor¬ || tigen Menschen auf der Seele gebunden. Ich
47,1,3473,3474,¬,sel,bige,selbige,join,high,joined form occurs elsewhere in this corpus,False,50,,0,,1,,eele gebunden. Ich bin auch gewis daß sel¬ || bige bis zu dieser Zeit schon berichtiget 
47,1,3483,3484,¬,vorgeschoß,Intressen,vorgeschoßIntressen,join,high,head is not a word on its own,False,0,0,0,0,41,,"al Gouvernement befahl mir die vorgeschoß¬ || Intressen, die man aus Irrthum durch Milit"
47,2,3511,3512,¬,durchläuß,ihm,durchläußihm,join,high,head is not a word on its own,False,0,0,0,0,619,,"eyer an Sie Durchlaucht als Sie durchläuß¬ || ihm schändig sey, den so viel ich weils is"
47,5,3583,3584,¬,ohn,möglich,ohnmöglich,join,high,joined form occurs elsewhere in this corpus,False,3,,2,,79,,"en, Aber Hindernißen die ich sogleich ohn¬ || möglich beseitigen kan, verstatten es nich"
47,5,3593,3594,¬,unglaub,und,unglaubund,split,high,joined form unattested; both halves are real words,False,0,0,0,3527,5259,1133103472," dem Rücken ansehen, Ich bin sehr unglaub¬ || und kan ehender nicht weg bis ich mit mein"
48,1,3617,3618,¬,ver,klagen,verklagen,join,high,joined form occurs elsewhere in this corpus,False,6,,3,,15,,"den Oppenheimer et Wolff in Kalisz zu ver¬ || klagen, und sogleich auf die Löschung der "
48,2,3645,3646,¬,verlustig,gehen,verlustiggehen,split,high,joined form unattested; both halves are real words,False,0,25,1,13876,145,66053566,"fhalten, oder seine Besitzungen verlustig¬ || gehen soll."
48,2,3654,3655,¬,Prae,tensionen,Praetensionen,join,high,joined form occurs elsewhere in this corpus,False,3,,0,,1,,orbenen eheden formirten ungerechten Prae¬ || tensionen zu wiederlegen.
48,2,3657,3658,¬,vor,allen,vorallen,join,high,"joined form attested in DWDS (1,659 hits)",False,0,1659,295,,161,,vermöge der Obligation von 25000 Rthl vor¬ || allen Gläubigern ein Recht habe ein Wort m
49,1,3674,3675,¬,sah,Ich,sahIch,split,high,joined form unattested; both halves are real words,False,0,6,6,45491248,4451,255244905,n Ewr Durchlaucht gesandtes Schreiben sah¬ || Ich bin hier fortwährend arretirt und darf
50,1,3715,3716,¬,Ver,waltung,Verwaltung,join,high,joined form occurs elsewhere in this corpus,False,1,,3,,1,,ouvernement sich zu eben der Zeit die Ver¬ || waltung der Invalidenheise angewaßt
50,1,3723,3724,¬,ausge,stellten,ausgestellten,join,high,"joined form attested in DWDS (184,034 hits)",False,0,184034,0,,1,,dem General Lieut: v. Zastrow ausge¬ || stellten Lohderischen Wechsel von dem
51,1,3794,3795,¬,zurück,Honrichs,zurückHonrichs,split,high,joined form unattested; both halves are real words,False,0,0,185,13566331,111,11,ie ihn anvertraute original Piegen zurück¬ || Honrichs scheint auf einmahl bekehrt zu se
51,1,3797,3799,¬,Wort,Bethney,WortBethney,split,review,crosses a page break - check by hand,True,0,0,50,9660442,1,0,urm von ferne merkt so hält er gewis Wort¬ || Bethney liegt bey sich in Malsdorff sehr e
51,2,3803,3804,¬,Winde,Ich,WindeIch,split,high,joined form unattested; both halves are real words,False,0,0,0,213305,4451,255244905,"3 Wochen vergehen, wie der Rauch in Winde¬ || Ich denke ich werde den Muße haben zu reis"
52,1,3838,3839,¬,Ma,Jestät,MaJestät,join,high,joined form occurs elsewhere in this corpus,False,81,,1,,3,,eiben habe ich nebst den Beilagen Ihro Ma¬ || Jestät der Königin überricht was Allerhöch
52,1,3857,3858,-,Juni,Mein,JuniMein,split,high,joined form unattested; both halves are real words,False,0,0,2,10687482,253,0,"eträfen, raisonnirt werden ſoll. Die Juni- || Mein Aufenthalts hier kan ich noch nicht b"
53,1,3873,3874,¬,Ange,legenheit,Angelegenheit,join,high,joined form occurs elsewhere in this corpus,False,24,,0,,4,,"erwiedern ich, daß in der Erbschafts Ange¬ || legenheit noch keine Resolution gegeben wo"
53,1,3888,3889,¬,be,treibt,betreibt,join,high,joined form occurs elsewhere in this corpus,False,3,,3,,4,,"ache beßer, wie Ewr Durchlaucht selbst be¬ || treibt, mit Weißheit leitet und mit dem Sc"
53,2,3904,3905,-,Form,Stelle,FormStelle,split,high,joined form unattested; both halves are real words,False,0,118,8,8318347,24,8735053,durchaus nicht von der Form- || Stelle Neuigkeiten von den Armeen fehlen h
53,2,3914,3915,¬,Unter,handlungen,Unterhandlungen,join,high,joined form occurs elsewhere in this corpus,False,5,,132,,11,,s sich auf die proponirten Friedens Unter¬ || handlungen nicht einlaßen kan -
54,1,3943,3944,¬,abge,liefert,abgeliefert,join,high,joined form occurs elsewhere in this corpus,False,7,,0,,2,,"ntner Eysen erst Ende May bis Oppeln abge¬ || liefert werden, sollen hat mich ganz niede"
54,1,3944,3945,¬,ver,sprochen,versprochen,join,high,joined form occurs elsewhere in this corpus,False,31,,3,,4,,ich ganz niedergeschmettert. Ich habe ver¬ || sprochen das Eysen schon den 1 ten May in 
54,2,3964,3965,¬,abgeschlos,ich,abgeschlosich,join,high,head is not a word on its own,False,0,0,0,139,4451,, ist mit Michaelis gerichtlich abgeschlos¬ || ich wäre sehr elend und mehr als übel dran
54,3,4002,4003,¬,Gouver,nement,Gouvernement,join,high,joined form occurs elsewhere in this corpus,False,7,,0,,3,," mir von dem Französischen General Gouver¬ || nement assignirte 4000 Rthl, den haben Sie"
55,1,4027,4028,¬,vor,daß,vordaß,split,high,joined form unattested; both halves are real words,False,0,0,295,105411485,1896,17145440,en vom 7 ten und 9t d. nebst Beilagen vor¬ || daß mich von der Lahr nun auch hier attaqu
55,1,4038,4039,¬,vermacht,Übrigens,vermachtÜbrigens,split,high,joined form unattested; both halves are real words,False,0,0,3,50078,123,4240319,Legate vermacht¬ || Übrigens hat Hofrath Hahn recht wenn er sa
55,1,4044,4045,-,öf,fentlich,öffentlich,join,high,joined form occurs elsewhere in this corpus,False,4,,0,,1,,"schreiber, hat vor etwan 3 Wochen hier öf- || fentlich erzählt –"
55,2,4054,4055,-,Ver,sicherung,Versicherung,join,high,joined form occurs elsewhere in this corpus,False,30,,3,,2,,"chlaßes wahrscheinlich, oder nach der Ver- || sicherung des Erblaßers, nicht übersteigen"
55,2,4076,4077,¬,Wrä,tislaw,Wrätislaw,join,high,head is not a word on its own,False,0,504,0,267,1,,"treiben möchte, weil dadurch der Gräf Wrä¬ || tislaw, der mit dem Erz Bischoff von sich "
55,3,4089,4090,¬,Gebüh,ter,Gebühter,join,high,head is not a word on its own,False,0,0,0,163,9,,"gewähren, auch Reibnitz Gartner und Gebüh¬ || ter die 150000 Rthl wieder vom sich geben."
55,3,4102,4103,-,Lauvun,unthätig,Lauvununthätig,join,high,head is not a word on its own,False,0,0,0,0,1,,"rdem müßte ich wie eine demonkirte Lauvun- || unthätig liegen bleiben, und mich von der "
55,4,4135,4136,-,Schulden,Sie,SchuldenSie,split,high,joined form unattested; both halves are real words,False,0,0,108,1965052,1174,295670803,Güter haften an 500000 Rthl Schulden- || Sie sollen aber unter Brüdern 1 Million uf
56,1,4164,4165,¬,kon,stantin,konstantin,join,high,joined form occurs elsewhere in this corpus,False,3,,1,,1,,in Bewegung zu sezzen – der Grosfürst kon¬ || stantin ist von Petersburg abgegangen um m
56,1,4168,4169,¬,ab,stempelung,abstempelung,join,high,"joined form attested in DWDS (2,267 hits)",False,0,2267,96,,1,,"arkeres Personale anstellen müßen, die ab¬ || stempelung zu befördern weil die Leute aus"
56,2,4177,4178,¬,Ge,duld,Geduld,join,high,joined form occurs elsewhere in this corpus,False,14,,22,,2,,en und ihm nur noch auf kurze Zeit zur Ge¬ || duld verwiesen.
57,1,4226,4227,¬,be,zahlen,bezahlen,join,high,joined form occurs elsewhere in this corpus,False,149,,3,,93,,ht hin ihm die 2000 Rthl und Kosten zu be¬ || zahlen umsomehr als kaum nach Abzug der Ko
57,2,4245,4246,¬,Gene,ral,General,join,high,joined form occurs elsewhere in this corpus,False,110,,0,,1,, entschieden ist Ewr Durchlaucht als Gene¬ || ral Gouverneur von ganz Schlesien gleich a
57,2,4250,4251,¬,ab,Ewr,abEwr,split,high,joined form unattested; both halves are real words,False,0,69,96,49097723,1122,110,hängt sehr vieles ab¬ || Ewr Durchlaucht wahrhaft biederer Freund d
57,3,4266,4267,¬,Kriechen,Die,KriechenDie,split,high,joined form unattested; both halves are real words,False,0,0,0,5158,4570,0,"ßen überlittet sehen und zu Lahn Kriechen¬ || Die Nachrichten von 23 ten aus Wien, die d"
57,4,4296,4297,¬,verwal,kelt,verwalkelt,join,high,head is not a word on its own,False,0,0,0,589,1,," daß mehrere große in den Complots verwal¬ || kelt sind, weil (dennoch, so gehen es auch"
57,4,4297,4298,¬,arre,tiren,arretiren,join,high,joined form occurs elsewhere in this corpus,False,6,,1,,2,,"gehen es auch gehalten wurde, ihn zu arre¬ || tiren, benachrichtiget war, um das praeven"
