letter,page,line,next_line,mark,head,tail,joined,decision,confidence,reason,crosses_page,joined_corpus,joined_dwds,head_corpus,head_dwds,tail_corpus,tail_dwds,context
2,1,44,45,¬,re,girenden,regirenden,join,high,joined form occurs elsewhere in this corpus,False,2,,5,,1,,deiner hochfürstlichen Durchlaucht des re¬ || girenden Herrn Fürsten zu Hohenlo¬
4,5,764,765,¬,Dage,gen,Dagegen,join,high,joined form occurs elsewhere in this corpus,False,15,,0,,40,,Dage¬ || gen stehet diesen Güthern ein Holzungs¬
4,5,765,766,¬,Holzungs,Recht,HolzungsRecht,join,high,joined form occurs elsewhere in this corpus,False,1,,8,,21,,gen stehet diesen Güthern ein Holzungs¬ || Recht in den Krobilawer Wäldern zu. In
4,5,776,777,¬,Documen,te,Documente,join,high,joined form occurs elsewhere in this corpus,False,3,,0,,13,,sämtliche zu den Güthern gehörige Documen¬ || te und Acten versprechen des Herrn Verkäuf
4,6,780,781,¬,zuantwor,ten,zuantworten,join,high,head is not a word on its own,False,0,31,0,0,141,," dem Herrn Käufer getreulich aus zuantwor¬ || ten, deßgleichen auch diejenigen, welche b"
4,6,783,784,¬,wer,den,werden,join,high,joined form occurs elsewhere in this corpus,False,143,,0,,482,,"on Broniewsky noch zur Zeit gebraucht wer¬ || den, nach Beendigung dieses Proceßes dem"
4,6,785,786,¬,Je,doch,Jedoch,join,high,joined form occurs elsewhere in this corpus,False,59,,1,,8,,"Herrn Käufer aushändigen zu laßen. Je¬ || doch stehet dem Herrn Käufer, wie sich von"
4,6,794,795,¬,Ver,letzung,Verletzung,join,high,joined form occurs elsewhere in this corpus,False,7,,3,,2,,"dagegen, besonders dem Einwande der Ver¬ || letzung über die Hälfte und wie sie sonst"
4,6,798,799,¬,voll,zogen,vollzogen,join,high,joined form occurs elsewhere in this corpus,False,8,,0,,3,,Unterschriften und beigefügte Siegel voll¬ || zogen.
4,6,808,809,¬,Durchlauch,tigsten,Durchlauchtigsten,join,high,joined form occurs elsewhere in this corpus,False,3,,2,,1,,ser Kauf Contract zwischen dem Durchlauch¬ || tigsten
4,7,815,816,¬,un,terzeichneten,unterzeichneten,join,high,joined form occurs elsewhere in this corpus,False,2,,1,,1,,"rneur zu Breslau etc. welcher uns, dem un¬ || terzeichneten Notario und Zeugen persönlic"
4,7,817,818,¬,per,sönlich,persönlich,join,high,joined form occurs elsewhere in this corpus,False,16,,1,,2,," bekannt ist, und dem uns gleichfalls per¬ || sönlich wohl bekannten Banquier zu Franck¬"
4,7,818,819,¬,Franck,Fürth,FranckFürth,split,high,joined form unattested; both halves are real words,False,0,46,0,149422,1,725842,"sönlich wohl bekannten Banquier zu Franck¬ || Fürth an der Oder Herrn Meyer Bernhard,"
4,7,823,824,¬,Instru,ment,Instrument,join,high,joined form occurs elsewhere in this corpus,False,5,,0,,2,,"abredet und geschloßen, und dieses Instru¬ || ment, nach geschehener Durchlesung und erk"
4,7,824,825,¬,erklähr,ter,erklährter,join,high,joined form occurs elsewhere in this corpus,False,1,,0,,15,," nach geschehener Durchlesung und erklähr¬ || ter Genehmigung, durch ihre eigenhändige N"
4,7,825,826,¬,Nah,mens,Nahmens,join,high,joined form occurs elsewhere in this corpus,False,6,,0,,1,," Genehmigung, durch ihre eigenhändige Nah¬ || mens- Unterschriften und beigefügte Siegel"
4,7,828,829,¬,hier,mit,hiermit,join,high,joined form occurs elsewhere in this corpus,False,22,,8,,193,,"hierüber aufgenommenen Protocolls, hier¬ || mit attestirt."
4,7,843,844,¬,dispositions,fähiger,dispositionsfähiger,split,high,joined form unattested; both halves are real words,False,0,34,3,44,1,349499,bekannte dispositions¬ || fähiger
4,7,844,846,,fähiger,fähige,,catchword,high,unmarked catchword: the page ends with the word the next page begins,True,,,,,,,fähiger || fähige Königl. Banco Rendant Herr Georg Co
4,8,847,848,¬,KaufCon,tract,KaufContract,join,high,joined form occurs elsewhere in this corpus,False,1,,0,,5,,"ieselbst den vor- und umstehenden KaufCon¬ || tract d. d. Breslau den 16 Januar 1805, In"
4,8,848,849,¬,des,sen,dessen,join,high,joined form occurs elsewhere in this corpus,False,27,,272,,9,,". Breslau den 16 Januar 1805, Inhalts des¬ || sen Sr Hochfürstl. Durchlaucht, der regier"
4,8,850,851,¬,Ingel,fingen,Ingelfingen,join,high,joined form occurs elsewhere in this corpus,False,49,,1,,4,, Herr Friedrich Ludwig zu Hohenlöhe Ingel¬ || fingen etc. die aus der Schenkungs Urkunde
4,8,853,854,¬,Po,senschen,Posenschen,join,high,joined form occurs elsewhere in this corpus,False,4,,1,,2,,"gust 1796 adquirirten, in Südpreussen, Po¬ || senschen Departements belegenen Güter Koll"
5,1,885,886,¬,re,gierende,regierende,join,high,joined form occurs elsewhere in this corpus,False,5,,5,,1,,hmlich Sr. Hochfürstl. Durchlaucht der re¬ || gierende Fürst zu Hohenlohe Ingelfingen Go
5,1,891,892,¬,Müh,len,Mühlen,join,high,joined form occurs elsewhere in this corpus,False,5,,0,,7,,"lichen dazu gehörigen Attinenzien und Müh¬ || len, Rechten und Gerechtigkeiten, mit alle"
5,1,896,897,¬,Gu,ther,Guther,join,high,"joined form attested in DWDS (1,437 hits)",False,0,1437,0,,4,,"ör, so wie Höchst Sr. Durchl. gedachte Gu¬ || ther und deren Attinenzien zufolge der Don"
5,1,900,901,¬,Anse,hung,Ansehung,join,high,joined form occurs elsewhere in this corpus,False,6,,0,,2,,keit und Wahrheit Sr. Durchlaucht in Anse¬ || hung der Güther Kollno und Kamionne die Ev
5,1,902,903,¬,er,halten,erhalten,join,high,joined form occurs elsewhere in this corpus,False,39,,57,,12,,"en, von der Königl. Commission tradirt er¬ || halten, beseßen und genutzt, auch nutzen u"
5,1,903,904,¬,ge,nießen,genießen,join,high,joined form occurs elsewhere in this corpus,False,1,,6,,1,,", beseßen und genutzt, auch nutzen und ge¬ || nießen können, mit Allem wie es steht und "
5,2,916,917,¬,Kam,ionne,Kamionne,join,high,joined form occurs elsewhere in this corpus,False,13,,0,,1,,"utige Kauf über die Güther Kollno und Kam¬ || ionne geschieht ohne Anschlag, in Pausch u"
5,2,918,919,¬,An,sehung,Ansehung,join,high,joined form occurs elsewhere in this corpus,False,6,,215,,1,,eisten Sr. Hochfürstl. Durchl. blos in An¬ || sehung des von der Königl. Commission aufg
5,2,919,920,¬,aufgenom,menen,aufgenommenen,join,high,joined form occurs elsewhere in this corpus,False,2,,0,,1,,g des von der Königl. Commission aufgenom¬ || menen Vermeßungs-Registers und der in der 
5,2,920,921,¬,Tan,aufgeführten,Tanaufgeführten,split,high,joined form unattested; both halves are real words,False,0,0,0,82932,3,265128,n Vermeßungs-Registers und der in der Tan¬ || aufgeführten Realitäten welche bey der Tra
5,2,922,923,¬,Ein,künfte,Einkünfte,join,high,"joined form attested in DWDS (306,174 hits)",False,0,306174,95,,1,,"eben werden sollen eine Eviction Alle Ein¬ || künfte und Wirthschafts, Erträge, muß Herr"
5,2,923,924,¬,Käu,fer,Käufer,join,high,joined form occurs elsewhere in this corpus,False,95,,0,,9,,"e und Wirthschafts, Erträge, muß Herr Käu¬ || fer so übernehmen, wie sie existiren, und "
5,2,925,926,¬,ver,mindern,vermindern,join,high,"joined form attested in DWDS (261,044 hits)",False,0,261044,3,,1,,"m sie sich in der Folge erhöhen, oder ver¬ || mindern können, welches sich Herr Häufer a"
5,2,935,936,¬,Bevoll,mächtigter,Bevollmächtigter,join,high,joined form occurs elsewhere in this corpus,False,17,,0,,2,,Da nun der Kaufmann Herr Simon als Bevoll¬ || mächtigter des Herrn Leixner mit dem Herr
5,3,939,940,¬,be,in,bein,join,high,"joined form attested in DWDS (2,377,206 hits)",False,0,2377206,11,,377,," Rthl. 13. Gg. 8 4/5. Pf. den 8. Sept. be¬ || in Posen erfolgen, die Natural - Tradition"
5,3,943,944,¬,un,Kamionne,unKamionne,split,high,joined form unattested; both halves are real words,False,0,0,1,594768,13,0,"Bevollmächtigten nach Posen und Kollno un¬ || Kamionne zu schicken, um bey diesen Actibu"
5,3,945,946,¬,Commissa,rius,Commissarius,join,high,joined form occurs elsewhere in this corpus,False,1,,0,,2,,"n zu seyn, und da ein Regierungs Commissa¬ || rius von Posen die Natural - Uebergabe vol"
5,3,946,947,¬,vollzie,hen,vollziehen,join,high,joined form occurs elsewhere in this corpus,False,5,,0,,3,,"von Posen die Natural - Uebergabe vollzie¬ || hen wird, so stipuliren Sr. Durchl. die Gü"
5,3,952,953,¬,Bro,niewsky,Broniewsky,join,high,joined form occurs elsewhere in this corpus,False,6,,0,,2,,ner spätern Declaration des Herrn von Bro¬ || niewsky hat sich derselbe verbindlich gema
5,3,957,958,¬,Gü,ther,Güther,join,high,joined form occurs elsewhere in this corpus,False,21,,1,,4,, laßen. Herr Käufer erhält daher diese Gü¬ || ther ganz schuldenfrey.
5,3,963,964,¬,Bro,niewsky,Broniewsky,join,high,joined form occurs elsewhere in this corpus,False,6,,0,,2,,"Herrn Käufer über, und wird Herr von Bro¬ || niewsky, bey der Natural-Uebergabe die die"
5,4,980,981,¬,Gü,theen,Gütheen,split,high,joined form unattested; both halves are real words,False,0,0,1,7302,1,565,eidend betreffen. Dagegen steht diesen Gü¬ || theen der freye Hieb als an demselben gebü
5,4,986,987,¬,darü,ber,darüber,join,high,joined form occurs elsewhere in this corpus,False,16,,0,,3,, und hat derselbe den weitern Proceß darü¬ || ber fort zu setzen in so fern der von Kwil
5,4,989,990,¬,be,reits,bereits,join,high,joined form occurs elsewhere in this corpus,False,36,,11,,1,,"orium- Urtel ist dem Herrn Käufer auch be¬ || reits eingehendigt worden, und läßt sich d"
5,4,990,991,¬,der,selbe,derselbe,join,high,joined form occurs elsewhere in this corpus,False,28,,698,,5,,"ts eingehendigt worden, und läßt sich der¬ || selbe die Erklärung Dr. Durchl. gefallen."
5,4,996,997,¬,extra,dirt,extradirt,join,high,joined form occurs elsewhere in this corpus,False,2,,0,,1,,en sollen dem Herrn Bäufer traulich extra¬ || dirt werden.
5,5,1005,1006,¬,bey,zu,beyzu,split,high,joined form unattested; both halves are real words,False,0,0,77,34970,610,403356332,"Es hängt von dem Herrn Käufer ab, ihn bey¬ || zu behalten, oder einen andern anzunehmen."
5,5,1021,1022,¬,beför,dern,befördern,join,high,"joined form attested in DWDS (663,701 hits)",False,0,663701,0,,5,,"gen, sondern sie genehmigen es auch beför¬ || dern, daß sie auf Rechnung des Herrn Käufe"
5,5,1027,1028,¬,Ange,legenheit,Angelegenheit,join,high,"joined form attested in DWDS (1,180,379 hits)",False,0,1180379,0,,1,,r blos des Herrn Käufers Sache diese Ange¬ || legenheit zu betreiben und zu Ende zu brin
5,5,1030,1031,¬,Kauf,Gelder,KaufGelder,join,high,joined form occurs elsewhere in this corpus,False,4,,79,,9,,"as nun die Bezahlung der stipulirten Kauf¬ || Gelder betrift, so ist unter den Contrahen"
5,5,1031,1032,¬,fol,gendes,folgendes,join,high,joined form occurs elsewhere in this corpus,False,3,,0,,1,,"etrift, so ist unter den Contrahenten fol¬ || gendes bestimmt und festgesetzt worden."
5,6,1034,1035,¬,per,petua,perpetua,join,high,"joined form attested in DWDS (2,799 hits)",False,0,2799,1,,1,, Käufer übernimmt noch stehende Onera per¬ || petua
5,6,1045,1046,¬,rückständi,gen,rückständigen,join,high,"joined form attested in DWDS (65,590 hits)",False,0,65590,0,,40,,"mit dem Beisatz, daß wenn die rückständi¬ || gen Zinßen ad alterum tantum gefordert"
5,6,1048,1049,¬,Zin,sen,Zinsen,join,high,joined form occurs elsewhere in this corpus,False,23,,0,,9,,en des Herrn Verkaufers Durchl. diese Zin¬ || sen nebst Kosten bis Joh. a. c. berichtige
5,6,1061,1062,¬,Kauf,Pretium,KaufPretium,split,high,joined form unattested; both halves are real words,False,0,0,79,3524718,6,224,r hat Herr Käufer auf das stipulirte Kauf¬ || Pretium der 142000 Rthl bezahlt.
5,6,1063,1064,¬,Sie,benzig,Siebenzig,join,high,joined form occurs elsewhere in this corpus,False,2,,148,,1,,no Joh: a c. eine Summe von Sechs und Sie¬ || benzig Tausend Reichsthaler Curant zu Hand
5,7,1085,1086,¬,Hoch,fürstl,Hochfürstl,join,high,joined form occurs elsewhere in this corpus,False,66,,2,,12,,"on Kollno und Kamionna zu Handen des Hoch¬ || fürstl. Bevollmächtigten, und werden so ba"
5,7,1092,1093,¬,Kauf,Contracts,KaufContracts,split,high,joined form unattested; both halves are real words,False,0,0,79,3524718,48,3074,ie Errichtung und Vollziehung dieses Kauf¬ || Contracts betreffende desgleichen die Natu
5,7,1094,1095,¬,Ge,bühren,Gebühren,join,high,joined form occurs elsewhere in this corpus,False,2,,6,,2,,"ions-Kosten, so wie auch die Löschungs-Ge¬ || bühren der intabulirten hundert tausend Th"
5,7,1095,1096,¬,Tra,gen,Tragen,join,high,joined form occurs elsewhere in this corpus,False,13,,0,,40,,r intabulirten hundert tausend Thaler Tra¬ || gen beide Contrahenten zu gleichen Theilen
5,7,1098,1099,¬,Kau,fer,Kaufer,join,high,joined form occurs elsewhere in this corpus,False,3,,0,,9,,rr Verkäufers Durchlaucht so wie Herr Kau¬ || fer entſagen allen und jeden dieſem Vertra
5,7,1099,1100,-,entge,genstehenden,entgegenstehenden,join,high,"joined form attested in DWDS (31,373 hits)",False,0,31373,0,,1,,gen allen und jeden dieſem Vertrage entge- || genstehenden rechtlichen Einwendungen und 
5,7,1102,1103,¬,Ver,zicht,Verzicht,join,high,joined form occurs elsewhere in this corpus,False,11,,3,,1,,"über der Hälfte, daß keine allgemeine Ver¬ || zicht gelte wenn keine besondere vorhergeg"
5,7,1106,1108,,Urkundlich,Urkundlich,,catchword,high,unmarked catchword: the page ends with the word the next page begins,True,,,,,,,Urkundlich || Urkundlich ist vorstehendes Verkauf- und K
5,8,1108,1109,¬,In,strument,Instrument,join,high,joined form occurs elsewhere in this corpus,False,5,,377,,2,,ich ist vorstehendes Verkauf- und Kauf-In¬ || strument von Sr. Hochfürstl. Durchlaucht u
6,1,1116,1117,¬,Patrimoni,al,Patrimonial,join,high,joined form occurs elsewhere in this corpus,False,11,,0,,1,,"as Dürchlauch von Hohenlohesche Patrimoni¬ || al Gericht fuget hierdurch zu wißen,"
6,1,1124,1125,¬,Magdebur,gisch,Magdeburgisch,join,high,joined form occurs elsewhere in this corpus,False,19,,1,,4,,Seits über Eine Hufe Land Magdebur¬ || gisch Maaß bey dem Gute Osiny
6,1,1127,1128,¬,verlaut,bart,verlautbart,join,high,joined form occurs elsewhere in this corpus,False,1,,2,,1,,Kauf Contract geschloßen und verlaut¬ || bart worden.
6,1,1129,1130,¬,Acht,zehnten,Achtzehnten,join,high,"joined form attested in DWDS (24,463 hits)",False,0,24463,6,,1,,Actum Trąbczyn den Acht¬ || zehnten Julius Eintau
6,1,1133,1134,¬,hie,sigem,hiesigem,join,high,"joined form attested in DWDS (583,267 hits)",False,0,583267,2,,2,,Vor unterschriebenem hie¬ || sigem Patrimonial Gerichte
6,2,1140,1141,¬,durch,laucht,durchlaucht,join,high,joined form occurs elsewhere in this corpus,False,130,,84,,18,,bevollmächtigter Sr. durch¬ || laucht des regirenden Herrn
6,2,1151,1152,¬,ge,nau,genau,join,high,joined form occurs elsewhere in this corpus,False,2,,6,,1,,"schriebenen Justitiario ge¬ || nau bekan̄t, und ihre"
6,2,1153,1154,-,Vollzin,hung,Vollzinhung,join,high,head is not a word on its own,False,0,0,0,0,2,,Fähigkeiten zur Vollzin- || hung Gerichtlicher Hand
6,2,1161,1163,,und,und,,catchword,high,unmarked catchword: the page ends with the word the next page begins,True,,,,,,,und || und in Nichts abzuändern
6,3,1165,1166,¬,ver,lautbaren,verlautbaren,join,high,joined form occurs elsewhere in this corpus,False,2,,3,,4,,sie hiermit sogleich ver¬ || lautbaren zum gerichtlich
6,3,1175,1176,¬,Ein,hundert,Einhundert,join,high,joined form occurs elsewhere in this corpus,False,16,,95,,45,,und jeder Morgen zu Ein¬ || hundert und Achtzig qua¬
6,3,1176,1177,¬,qua,drat,quadrat,join,high,joined form occurs elsewhere in this corpus,False,3,,4,,1,,"hundert und Achtzig qua¬ || drat Ruthen gerechnet, an"
6,3,1178,1179,¬,bele,gen,belegen,join,high,joined form occurs elsewhere in this corpus,False,6,,0,,40,,Czazy w Kierzäwn Ackerland bei Osiny bele¬ || gen auf unerwährende Zei¬
6,3,1179,1180,¬,Zei,ten,Zeiten,join,high,joined form occurs elsewhere in this corpus,False,25,,0,,141,,gen auf unerwährende Zei¬ || ten in Erbpacht.
6,3,1183,1184,¬,Ku,kulski,Kukulski,join,high,joined form occurs elsewhere in this corpus,False,7,,0,,1,,gisch ist dem Blazy Ku¬ || kulski bereits angewie¬
6,3,1184,1185,¬,angewie,sen,angewiesen,join,high,joined form occurs elsewhere in this corpus,False,1,,0,,9,,kulski bereits angewie¬ || sen und in Natural Besitz
6,3,1186,1188,,übergeben,übergeben,,catchword,high,unmarked catchword: the page ends with the word the next page begins,True,,,,,,,"übergeben || übergeben worden, womit"
6,4,1193,1194,¬,Mag,deburgisch,Magdeburgisch,join,high,joined form occurs elsewhere in this corpus,False,19,,3,,5,,für diese eine Hufe Mag¬ || deburgisch an Einkaufs Geld
6,4,1204,1205,¬,Mag,deburgisch,Magdeburgisch,join,high,joined form occurs elsewhere in this corpus,False,19,,3,,5,,dieser einen Hufe Mag¬ || deburgisch einen Jährlichen
6,4,1207,1208,¬,baa,rem,baarem,split,high,joined form unattested; both halves are real words,False,0,33,0,8858,3,33107,Dreysig Reichs Thaler in baa¬ || rem gangbaren Courant
6,4,1212,1214,,für,für,,catchword,high,unmarked catchword: the page ends with the word the next page begins,True,,,,,,,für || für die zukunft in halbjäh¬
6,5,1214,1215,¬,halbjäh,rigen,halbjährigen,join,high,joined form occurs elsewhere in this corpus,False,2,,0,,1,,für die zukunft in halbjäh¬ || rigen Ratis nehmlich mit
6,5,1217,1218,¬,Wey,nachten,Weynachten,join,high,joined form occurs elsewhere in this corpus,False,10,,0,,4,,mit der andern zu Wey¬ || nachten jedesmal post num¬
6,5,1218,1219,¬,num,merando,nummerando,split,high,joined form unattested; both halves are real words,False,0,0,0,7209,1,5,"nachten jedesmal post num¬ || merando abgeführt, und soll"
6,5,1220,1221,¬,Erb,zniß,Erbzniß,join,high,joined form occurs elsewhere in this corpus,False,1,,32,,1,,der erste halbjährige Erb¬ || zniß erst auf Weynachten
6,5,1232,1233,¬,un,merwährende,unmerwährende,split,high,joined form unattested; both halves are real words,False,0,0,1,594768,3,0,Erbpächter jezt und auf un¬ || merwährende zeiten ohne
6,5,1234,1235,¬,Erb,zinse,Erbzinse,join,high,joined form occurs elsewhere in this corpus,False,13,,32,,1,,"allen Abzug von dem Erb¬ || zinse, oder dafür von der"
6,5,1238,1240,,dagegen,dagegen,,catchword,high,unmarked catchword: the page ends with the word the next page begins,True,,,,,,,dagegen || dagegen ist Erbpachten jezt
